Date,Open,High,Low,Close,Adj Close,Volume
2021-01-04,36.25,36.36000061035156,35.494998931884766,36.029998779296875,31.14099884033203,6794599
2021-01-05,37.189998626708984,39.01499938964844,37.1150016784668,38.5099983215332,33.284488677978516,8518589
2021-01-06,39.90999984741211,40.68000030517578,39.564998626708984,40.290000915527344,34.82295227050781,9180332
2021-01-07,40.0,40.625,39.744998931884766,40.34000015258789,34.86616134643555,4829303
2021-01-08,40.36000061035156,40.41999816894531,39.77000045776367,40.2400016784668,34.77973556518555,5546750
2021-01-11,39.150001525878906,40.31719970703125,39.040000915527344,40.2599983215332,34.797019958496094,5699062
2021-01-12,40.70000076293945,41.32500076293945,40.61000061035156,41.189998626708984,35.60082244873047,4737964
2021-01-13,40.91999816894531,40.939998626708984,40.310001373291016,40.65999984741211,35.14274215698242,3531505
2021-01-14,40.7400016784668,41.849998474121094,40.72999954223633,41.650001525878906,35.9984130859375,4177860
2021-01-15,40.7400016784668,40.900001525878906,39.83000183105469,40.189998626708984,34.736515045166016,4973155
2021-01-19,40.459999084472656,40.71500015258789,40.029998779296875,40.650001525878906,35.134098052978516,4130062
2021-01-20,40.72999954223633,40.939998626708984,40.33000183105469,40.7599983215332,35.22917556762695,2696298
2021-01-21,40.650001525878906,40.689998626708984,39.39500045776367,39.75,34.35622787475586,3495395
2021-01-22,38.90999984741211,39.404998779296875,38.68000030517578,39.279998779296875,33.94999694824219,3795510
2021-01-25,38.16999816894531,38.314998626708984,37.65999984741211,38.220001220703125,33.033836364746094,4152422
2021-01-26,38.81999969482422,39.03499984741211,38.36000061035156,38.38999938964844,33.18076705932617,3597892
2021-01-27,38.02000045776367,38.77000045776367,37.369998931884766,37.97999954223633,32.8264045715332,4865827
2021-01-28,37.93000030517578,38.50320053100586,37.720001220703125,38.2400016784668,33.05112075805664,4479223
2021-01-29,37.619998931884766,37.79499816894531,36.720001220703125,36.88999938964844,31.884302139282227,4777888
2021-02-01,36.88999938964844,36.959999084472656,36.244998931884766,36.619998931884766,31.65093994140625,5965508
2021-02-02,36.91999816894531,37.099998474121094,36.040000915527344,36.16999816894531,31.261999130249023,8651487
2021-02-03,35.75,37.1349983215332,35.72999954223633,36.88999938964844,31.884302139282227,7443705
2021-02-04,36.310001373291016,36.70000076293945,35.78499984741211,36.599998474121094,31.633657455444336,6991247
2021-02-05,37.5,37.79499816894531,37.189998626708984,37.47999954223633,32.39425277709961,6950835
2021-02-08,37.66999816894531,38.599998474121094,37.66999816894531,38.529998779296875,33.30176544189453,6562795
2021-02-09,38.68000030517578,38.68000030517578,38.0099983215332,38.22999954223633,33.042476654052734,4530155
2021-02-10,37.88999938964844,38.439998626708984,37.529998779296875,38.34000015258789,33.13755416870117,4077347
2021-02-11,37.5,37.560001373291016,37.029998779296875,37.31999969482422,32.255958557128906,4616931
2021-02-12,37.209999084472656,38.54999923706055,37.18000030517578,38.5099983215332,33.284488677978516,4076934
2021-02-16,39.869998931884766,40.44499969482422,39.77000045776367,40.150001525878906,34.70194625854492,5631118
2021-02-17,40.25,40.61000061035156,39.790000915527344,40.560001373291016,35.05631637573242,3916612
2021-02-18,39.529998779296875,39.77000045776367,38.970001220703125,39.08000183105469,34.0567512512207,3542728
2021-02-19,39.15999984741211,39.77000045776367,39.11000061035156,39.54999923706055,34.46633529663086,3650577
2021-02-22,39.650001525878906,40.97999954223633,39.599998474121094,40.41999816894531,35.2244987487793,5382257
2021-02-23,40.900001525878906,41.189998626708984,39.93000030517578,41.06999969482422,35.79095458984375,5413532
2021-02-24,41.290000915527344,42.560001373291016,41.130001068115234,42.380001068115234,36.93257141113281,7325540
2021-02-25,42.959999084472656,43.189998626708984,42.01499938964844,42.22999954223633,36.801849365234375,7190286
2021-02-26,41.290000915527344,41.34000015258789,40.51499938964844,41.029998779296875,35.7560920715332,6386552
2021-03-01,41.08000183105469,41.66999816894531,40.8849983215332,41.0099983215332,35.73866653442383,4974612
2021-03-02,41.150001525878906,42.040000915527344,41.08000183105469,41.529998779296875,36.191829681396484,4066083
2021-03-03,41.66999816894531,42.779998779296875,41.630001068115234,42.060001373291016,36.653709411621094,5468191
2021-03-04,42.439998626708984,43.279998779296875,41.775001525878906,42.43000030517578,36.97614288330078,7670005
2021-03-05,43.720001220703125,44.130001068115234,43.119998931884766,43.849998474121094,38.213623046875,6868982
